ORF_ID	ARO	Database	Cut_Off	Drugs	Drug Classes	Original Drug Classes
446934683|WP_001011939.1|1|1|catA2|catA2|acetyltransferase|2|CHLORAMPHENICOL|PHENICOL|type_A-2_chloramphenicol_O-acetyltransferase_CatII	3004656	ncbi	Strict	['chloramphenicol']	['phenicol antibiotic']	PHENICOL
446936974|WP_001014230.1|1|1|ant(4')-Ia|ant(4')-Ia|nucleotidyltransferase|2|KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-nucleotidyltransferase_ANT(4')-Ia	3002623	ncbi	Strict	['dibekacin', 'amikacin', 'tobramycin', 'isepamicin']	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	AMINOGLYCOSIDE
446944518|WP_001021774.1|1|1|blaOXA-856|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-856	3006048	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944519|WP_001021775.1|1|1|blaOXA-68|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-68	3001616	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944520|WP_001021776.1|1|1|blaOXA-91|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-91	3001627	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944521|WP_001021777.1|1|1|blaOXA-98|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-98	3001646	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944522|WP_001021778.1|1|1|blaOXA-317|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-317	3001688	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944523|WP_001021779.1|1|1|blaOXA-69|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-69	3001617	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944524|WP_001021780.1|1|1|blaOXA-208|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-208	3001486	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944525|WP_001021781.1|1|1|blaOXA-90|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-90	3001650	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944526|WP_001021782.1|1|1|blaOXA-65|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-65	3001614	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944527|WP_001021783.1|1|1|blaOXA-180|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-180	3001474	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944528|WP_001021784.1|1|1|blaOXA-259|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-259	3001715	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944529|WP_001021785.1|1|1|blaOXA-71|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-71	3001619	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944530|WP_001021786.1|1|1|blaOXA-113|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-113	3001644	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944531|WP_001021787.1|1|1|blaOXA-312|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-312	3001683	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944532|WP_001021788.1|1|1|blaOXA-64|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-64	3001613	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944533|WP_001021789.1|1|1|blaOXA-402|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-402	3001588	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944536|WP_001021792.1|1|1|blaOXA-66|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-66	3001615	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944537|WP_001021793.1|1|1|blaOXA-82|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-82	3001635	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944538|WP_001021794.1|1|1|blaOXA-109|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-109	3001640	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446944539|WP_001021795.1|1|1|blaOXA-100|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-100	3001438	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446945500|WP_001022756.1|1|1|blaOXA-242|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-242	3001680	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446945501|WP_001022757.1|1|1|blaOXA-976|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-976	3008753	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446945502|WP_001022758.1|1|1|blaOXA-223|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-223	3001669	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446948036|WP_001025292.1|1|1|blaOXA-75|blaOXA-51_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-51_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-75	3001620	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446949863|WP_001027119.1|1|1|dfrA10|dfrA10|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA10	3003011	ncbi	Perfect	['trimethoprim']	['diaminopyrimidine antibiotic']	TRIMETHOPRIM
446950888|WP_001028144.1|1|2|aac(6')-Ie|aac(6')-Ie|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|bifunctional_aminoglycoside_N-acetyltransferase_AAC(6')-Ie/aminoglycoside_O-phosphotransferase_APH(2'')-Ia	3002597	ncbi	Perfect	"['dibekacin', 'amikacin', 'sisomicin', 'netilmicin', 'kanamycin A', 'tobramycin', 'gentamicin A', ""2'-N-ethylnetilmicin"", '5-episisomicin']"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	AMINOGLYCOSIDE
446950888|WP_001028144.1|2|2|aph(2'')-Ia|aph(2'')-Ia|phosphotransferase|2|AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|bifunctional_aminoglycoside_N-acetyltransferase_AAC(6')-Ie/aminoglycoside_O-phosphotransferase_APH(2'')-Ia	3002597	ncbi	Perfect	"['dibekacin', 'amikacin', 'sisomicin', 'netilmicin', 'kanamycin A', 'tobramycin', 'gentamicin A', ""2'-N-ethylnetilmicin"", '5-episisomicin']"	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	AMINOGLYCOSIDE
446953819|WP_001031075.1|1|1|dfrA18|dfrA18|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA18	3004568	ncbi	Perfect	['trimethoprim']	['diaminopyrimidine antibiotic']	TRIMETHOPRIM
446954423|WP_001031679.1|1|1|tet(59)|tet(59)||2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(59)	3004441	ncbi	Strict	['tetracycline', 'chlortetracycline', 'oxytetracycline']	['tetracycline antibiotic', 'tetracycline antibiotic', 'tetracycline antibiotic']	TETRACYCLINE
446955901|WP_001033157.1|1|1|fusC|fusC_set|target_protection|2|FUSIDIC_ACID|FUSIDIC_ACID|fusidic_acid_resistance_EF-G-binding_protein_FusC	3003733	ncbi	Perfect	['fusidic acid']	['fusidane antibiotic']	FUSIDIC_ACID
446961534|WP_001038790.1|1|1|erm(B)|erm(B)|target_modification|2|CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN_B|LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(B)	3000375	ncbi	Strict	['erythromycin', 'roxithromycin', 'lincomycin', 'telithromycin', 'clarithromycin', 'clindamycin', 'tylosin', 'spiramycin', 'azithromycin', 'dirithromycin', 'pristinamycin IA', 'quinupristin', 'virginiamycin M1', 'madumycin II', 'griseoviridin', 'dalfopristin', 'pristinamycin IB', 'virginiamycin S2', 'pristinamycin IC', 'vernamycin C', 'patricin A', 'patricin B', 'ostreogrycin B3', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN
446961536|WP_001038792.1|1|1|erm(B)|erm(B)|target_modification|2|CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN_B|LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(B)	3000375	ncbi	Strict	['erythromycin', 'roxithromycin', 'lincomycin', 'telithromycin', 'clarithromycin', 'clindamycin', 'tylosin', 'spiramycin', 'azithromycin', 'dirithromycin', 'pristinamycin IA', 'quinupristin', 'virginiamycin M1', 'madumycin II', 'griseoviridin', 'dalfopristin', 'pristinamycin IB', 'virginiamycin S2', 'pristinamycin IC', 'vernamycin C', 'patricin A', 'patricin B', 'ostreogrycin B3', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN
446961539|WP_001038795.1|1|1|erm(B)|erm(B)|target_modification|2|CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN_B|LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(B)	3000375	ncbi	Strict	['erythromycin', 'roxithromycin', 'lincomycin', 'telithromycin', 'clarithromycin', 'clindamycin', 'tylosin', 'spiramycin', 'azithromycin', 'dirithromycin', 'pristinamycin IA', 'quinupristin', 'virginiamycin M1', 'madumycin II', 'griseoviridin', 'dalfopristin', 'pristinamycin IB', 'virginiamycin S2', 'pristinamycin IC', 'vernamycin C', 'patricin A', 'patricin B', 'ostreogrycin B3', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN
446962210|WP_001039466.1|1|1|tet(D)|tet(D)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(D)	3000168	ncbi	Perfect	['tetracycline']	['tetracycline antibiotic']	TETRACYCLINE
446964116|WP_001041372.1|1|1|mphM|mphM|phosphotransferase|2|MACROLIDE|MACROLIDE|macrolide_2'-phosphotransferase_MphM	3003767	ncbi	Perfect	['erythromycin']	['macrolide antibiotic']	MACROLIDE
446966004|WP_001043260.1|1|1|sul2|sul2|insensitivity|2|SULFONAMIDE|SULFONAMIDE|sulfonamide-resistant_dihydropteroate_synthase_Sul2	3000412	ncbi	Perfect	['sulfadiazine', 'sulfadimidine', 'sulfadoxine', 'sulfamethoxazole', 'sulfisoxazole', 'sulfacetamide', 'mafenide', 'sulfasalazine', 'sulfamethizole']	['sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic']	SULFONAMIDE
446966009|WP_001043265.1|1|1|sul2|sul2|insensitivity|2|SULFONAMIDE|SULFONAMIDE|sulfonamide-resistant_dihydropteroate_synthase_Sul2	3000412	ncbi	Strict	['sulfadiazine', 'sulfadimidine', 'sulfadoxine', 'sulfamethoxazole', 'sulfisoxazole', 'sulfacetamide', 'mafenide', 'sulfasalazine', 'sulfamethizole']	['sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic', 'sulfonamide antibiotic']	SULFONAMIDE
446968748|WP_001046004.1|1|1|blaOXA-23|blaOXA-23_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-23_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-23	3001418	ncbi	Perfect	['carbapenem', 'oxacillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
446982286|WP_001059542.1|1|1|vanH-A|vanH-A|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|D-lactate_dehydrogenase_VanH-A	3002942	ncbi	Perfect	['vancomycin', 'teicoplanin']	['glycopeptide antibiotic', 'glycopeptide antibiotic']	GLYCOPEPTIDE
446994941|WP_001072197.1|1|1|erm(A)|erm(A)|target_modification|2|AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN|LINCOSAMIDE/MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(A)	3000347	ncbi	Strict	['erythromycin', 'roxithromycin', 'lincomycin', 'telithromycin', 'clarithromycin', 'clindamycin', 'tylosin', 'spiramycin', 'azithromycin', 'dirithromycin', 'pristinamycin IA', 'quinupristin', 'virginiamycin M1', 'madumycin II', 'griseoviridin', 'dalfopristin', 'pristinamycin IB', 'virginiamycin S2', 'pristinamycin IC', 'vernamycin C', 'patricin A', 'patricin B', 'ostreogrycin B3', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	LINCOSAMIDE/MACROLIDE
446994945|WP_001072201.1|1|1|erm(A)|erm(A)|target_modification|2|AZITHROMYCIN/CLARITHROMYCIN/CLINDAMYCIN/ERYTHROMYCIN/TELITHROMYCIN|LINCOSAMIDE/MACROLIDE|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(A)	3000347	ncbi	Perfect	['erythromycin', 'roxithromycin', 'lincomycin', 'telithromycin', 'clarithromycin', 'clindamycin', 'tylosin', 'spiramycin', 'azithromycin', 'dirithromycin', 'pristinamycin IA', 'quinupristin', 'virginiamycin M1', 'madumycin II', 'griseoviridin', 'dalfopristin', 'pristinamycin IB', 'virginiamycin S2', 'pristinamycin IC', 'vernamycin C', 'patricin A', 'patricin B', 'ostreogrycin B3', 'oleandomycin']	['macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'macrolide antibiotic', 'lincosamide antibiotic', 'lincosamide antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic', 'streptogramin antibiotic']	LINCOSAMIDE/MACROLIDE
447002589|WP_001079845.1|1|1|vanA|vanA|re-structuring_of_the_cell_wall|2|VANCOMYCIN|GLYCOPEPTIDE|D-alanine--(R)-lactate_ligase_VanA	3000010	ncbi	Perfect	['vancomycin', 'teicoplanin']	['glycopeptide antibiotic', 'glycopeptide antibiotic']	GLYCOPEPTIDE
447005063|WP_001082319.1|1|1|aph(3'')-Ib|aph(3'')-Ib|phosphotransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(3'')-Ib	3002639	ncbi	Strict	['streptomycin']	['aminoglycoside antibiotic']	AMINOGLYCOSIDE
447006469|WP_001083725.1|1|1|dfrA12|dfrA12|insensitivity|2|TRIMETHOPRIM|TRIMETHOPRIM|trimethoprim-resistant_dihydrofolate_reductase_DfrA12	3002858	ncbi	Perfect	['trimethoprim']	['diaminopyrimidine antibiotic']	TRIMETHOPRIM
447011808|WP_001089064.1|1|1|tet(B)|tet(B)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(B)	3000166	ncbi	Strict	['tetracycline']	['tetracycline antibiotic']	TETRACYCLINE
447011812|WP_001089068.1|1|1|tet(B)|tet(B)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(B)	3000166	ncbi	Strict	['tetracycline']	['tetracycline antibiotic']	TETRACYCLINE
447011816|WP_001089072.1|1|1|tet(B)|tet(B)|efflux|2|TETRACYCLINE|TETRACYCLINE|tetracycline_efflux_MFS_transporter_Tet(B)	3000166	ncbi	Strict	['tetracycline']	['tetracycline antibiotic']	TETRACYCLINE
447019120|WP_001096376.1|1|1|blaR1|blaR1|regulation|2|BETA-LACTAM|BETA-LACTAM|beta-lactam_sensor/signal_transducer_BlaR1	3000215	ncbi	Loose	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
447019130|WP_001096386.1|1|1|blaR1-2|blaR1-2|regulation|2|BETA-LACTAM|BETA-LACTAM|beta-lactam_sensor/signal_transducer_BlaR1	3000215	ncbi	Loose	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
447019136|WP_001096392.1|1|1|blaR1|blaR1|regulation|2|BETA-LACTAM|BETA-LACTAM|beta-lactam_sensor/signal_transducer_BlaR1	3000215	ncbi	Loose	['methicillin', 'penicillin beta-lactam']	['beta-lactam antibiotic', 'beta-lactam antibiotic']	BETA-LACTAM
447019631|WP_001096887.1|1|1|aph(3')-IIIa|aph(3')-IIIa|phosphotransferase|2|AMIKACIN/KANAMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-phosphotransferase_APH(3')-IIIa	3002647	ncbi	Perfect	['neomycin', 'amikacin', 'ribostamycin', 'butirosin', 'kanamycin A', 'isepamicin', 'gentamicin B', 'paromomycin', 'lividomycin']	['aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic', 'aminoglycoside antibiotic']	AMINOGLYCOSIDE
